DATE,SITE,TREATMENT,SIZE,SCIENTIFIC_NAME,COMMON_NAME
11/29/11,MOHK,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9.5,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9.5,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9.5,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9.5,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,9.5,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
11/29/11,MOHK,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,7.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,7.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,7.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,7.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,7.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,8.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,8.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,8.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,8.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,8.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,8.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,8.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,9.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,9.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,9.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,9.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,9.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,9.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,9.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,9.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,9.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,9.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,10,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,10,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,10,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,10,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,11,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,CONTROL,11,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,2.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,2.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,2.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,2.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,2.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/30/11,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,9.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,10.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,10.5,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,11,Mesocentrotus franciscanus,Red Urchin
11/30/11,NAPL,ANNUAL,11,Mesocentrotus franciscanus,Red Urchin
01/17/12,CARP,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
01/17/12,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
